step,alive,fused_us
818,1000000,391.480
819,1000000,457.948
820,1000000,397.404
821,1000000,425.919
822,1000000,461.362
823,1000000,441.683
824,1000000,389.673
825,1000000,410.457
826,1000000,448.008
827,1000000,441.181
828,1000000,433.449
829,1000000,403.227
830,1000000,404.031
831,1000000,439.876
832,1000000,429.032
833,1000000,386.360
834,1000000,451.622
835,1000000,381.138
836,1000000,393.789
837,1000000,459.455
838,1000000,418.590
839,1000000,395.296
840,1000000,439.976
841,1000000,392.886
842,1000000,408.449
843,1000000,404.131
844,1000000,454.434
845,1000000,387.364
846,1000000,472.105
847,1000000,400.416
848,1000000,398.810
849,1000000,397.806
850,1000000,409.553
851,1000000,423.810
852,1000000,421.803
853,1000000,432.145
854,1000000,394.492
855,1000000,384.854
856,1000000,451.423
857,1000000,441.281
858,1000000,408.148
859,1000000,390.175
860,1000000,404.935
861,1000000,399.010
862,1000000,374.913
863,1000000,409.653
864,1000000,377.825
865,1000000,439.976
866,1000000,440.242
867,1000000,400.476
868,1000000,393.948
869,1000000,408.308
870,1000000,460.125
871,1000000,470.267
872,1000000,387.220
873,1000000,398.266
874,1000000,394.249
875,1000000,491.355
876,1000000,384.308
877,1000000,392.441
878,1000000,433.212
879,1000000,379.588
880,1000000,457.715
881,1000000,391.136
882,1000000,425.078
883,1000000,389.530
884,1000000,450.183
885,1000000,392.442
886,1000000,437.430
887,1000000,418.651
888,1000000,468.359
889,1000000,388.727
890,1000000,407.606
891,1000000,469.866
892,1000000,476.996
893,1000000,385.814
894,1000000,452.594
895,1000000,422.367
896,1000000,414.735
897,1000000,407.103
898,1000000,461.229
899,1000000,383.706
900,1000000,395.053
901,1000000,403.187
902,1000000,398.166
903,1000000,404.191
904,1000000,503.205
905,1000000,384.207
906,1000000,391.438
907,1000000,469.564
908,1000000,389.630
909,1000000,383.505
910,1000000,395.353
911,1000000,445.463
912,1000000,399.070
913,1000000,426.082
914,1000000,409.211
915,1000000,474.183
916,1000000,413.128
917,1000000,451.690
918,1000000,421.162
919,1000000,471.874
920,1000000,439.037
921,1000000,403.689
922,1000000,400.777
923,1000000,405.295
924,1000000,439.940
925,1000000,417.145
926,1000000,444.258
927,1000000,428.994
928,1000000,474.987
929,1000000,528.913
930,1000000,392.844
931,1000000,449.380
932,1000000,433.413
933,1000000,433.312
934,1000000,424.878
935,1000000,431.606
936,1000000,414.735
937,1000000,400.576
938,1000000,411.020
939,1000000,458.116
940,1000000,418.551
941,1000000,391.939
942,1000000,410.216
943,1000000,387.421
944,1000000,442.049
945,1000000,389.529
946,1000000,407.806
947,1000000,390.935
948,1000000,379.488
949,1000000,393.245
950,1000000,409.513
951,1000000,392.743
952,1000000,406.601
953,1000000,397.463
954,1000000,390.735
955,1000000,397.563
956,1000000,406.199
957,1000000,415.237
