step,alive,fused_us
1039,1000000,434.435
1040,1000000,509.296
1041,1000000,445.659
1042,1000000,451.371
1043,1000000,533.348
1044,1000000,440.949
1045,1000000,432.731
1046,1000000,471.916
1047,1000000,527.235
1048,1000000,445.158
1049,1000000,438.544
1050,1000000,461.794
1051,1000000,440.448
1052,1000000,546.877
1053,1000000,442.652
1054,1000000,432.330
1055,1000000,482.639
1056,1000000,463.698
1057,1000000,443.254
1058,1000000,443.054
1059,1000000,533.748
1060,1000000,451.472
1061,1000000,449.768
1062,1000000,450.169
1063,1000000,530.642
1064,1000000,441.150
1065,1000000,515.810
1066,1000000,497.170
1067,1000000,445.960
1068,1000000,516.011
1069,1000000,490.455
1070,1000000,465.802
1071,1000000,559.504
1072,1000000,439.446
1073,1000000,440.849
1074,1000000,561.509
1075,1000000,447.564
1076,1000000,480.434
1077,1000000,461.794
1078,1000000,437.141
1079,1000000,442.252
1080,1000000,493.963
1081,1000000,436.740
1082,1000000,449.567
1083,1000000,431.228
1084,1000000,530.241
1085,1000000,443.254
1086,1000000,466.504
1087,1000000,464.099
1088,1000000,497.771
1089,1000000,459.289
1090,1000000,437.742
1091,1000000,449.066
1092,1000000,526.333
1093,1000000,453.777
1094,1000000,442.753
1095,1000000,434.135
1096,1000000,449.668
1097,1000000,454.678
1098,1000000,533.849
1099,1000000,434.234
1100,1000000,443.354
1101,1000000,557.499
1102,1000000,440.147
1103,1000000,522.124
1104,1000000,447.965
1105,1000000,443.354
1106,1000000,462.295
1107,1000000,491.658
1108,1000000,439.847
1109,1000000,445.058
1110,1000000,448.164
1111,1000000,470.111
1112,1000000,436.539
1113,1000000,464.901
1114,1000000,527.736
1115,1000000,449.267
1116,1000000,453.275
1117,1000000,488.552
1118,1000000,520.821
1119,1000000,460.491
1120,1000000,473.920
1121,1000000,523.827
1122,1000000,749.413
1123,1000000,450.870
1124,1000000,450.269
1125,1000000,442.252
1126,1000000,485.645
1127,1000000,470.512
1128,1000000,543.670
1129,1000000,445.358
1130,1000000,522.525
1131,1000000,456.683
1132,1000000,452.273
1133,1000000,435.237
1134,1000000,534.150
1135,1000000,451.271
1136,1000000,442.152
1137,1000000,452.374
1138,1000000,466.605
1139,1000000,441.551
1140,1000000,536.555
1141,1000000,445.960
